project_id,project_name,sector,ministry,implementing_agency,contractor_name,state,original_cost_crore,revised_cost_crore,cost_overrun_pct,has_cost_overrun,start_date,planned_duration_months,actual_duration_months,planned_completion_date,expected_actual_completion_date,delay_months,is_delayed,physical_progress_pct,expenditure_pct,expenditure_crore,fund_utilization_pct,milestones_total,milestones_completed,delay_reasons,status,risk_score,risk_label
PRJ01167,Chhattisgarh Healthcare Infrastructure Infra Development Phase-24,Healthcare Infrastructure,Ministry of Health & Family Welfare,NBCC,Megha Engineering (MEIL),Chhattisgarh,1200.17,979.63,0.0,False,2022-01-01,36,36,2024-12-16,2024-12-16,0,False,98.5,85.5,837.16,69.8,4,4,None,Completed,0.0,Low
PRJ01168,Chhattisgarh Housing Infra Development Phase-25,Housing,Ministry of Housing & Urban Affairs,PowerGrid,Shapoorji Pallonji Infra,Chhattisgarh,2747.01,1766.53,0.0,False,2017-01-04,72,72,2022-12-04,2022-12-04,0,False,86.0,20.5,361.73,13.2,4,3,None,On Track,9.0,Low
PRJ01169,Chhattisgarh Rural Infrastructure Infra Development Phase-26,Rural Infrastructure,Ministry of Rural Development,SAIL,GMR Infrastructure,Chhattisgarh,678.24,1289.7,90.15,True,2019-12-28,24,75,2021-12-17,2026-02-24,51,True,78.5,60.9,785.76,100.0,6,5,Price escalation of raw materials; Rehabilitation & resettlement issues,Delayed,97.7,High
PRJ01170,Chhattisgarh Roads & Highways Infra Development Phase-27,Roads & Highways,Ministry of Road Transport & Highways,HUDCO,GR Infraprojects,Chhattisgarh,1618.31,1720.12,6.29,True,2022-07-03,24,70,2024-06-22,2028-04-02,46,True,57.3,50.7,872.03,53.9,10,6,Price escalation of raw materials; Poor contractor mobilization,Delayed,45.4,Medium
PRJ01171,Chhattisgarh Ports & Shipping Infra Development Phase-28,Ports & Shipping,"Ministry of Ports, Shipping & Waterways",NHPC,Afcons Infrastructure,Chhattisgarh,5800.78,2825.18,0.0,False,2019-07-15,60,60,2024-06-18,2024-06-18,0,False,93.1,18.6,524.59,9.0,4,4,None,On Track,1.2,Low
PRJ01172,Chhattisgarh Water Resources Infra Development Phase-29,Water Resources,Ministry of Jal Shakti,ABC Infrastructure Ltd.,Tata Projects,Chhattisgarh,2363.56,2783.58,17.77,True,2022-05-29,48,88,2026-05-08,2029-08-20,40,True,50.3,43.4,1208.89,51.1,4,2,Utility shifting delay; Monsoon/weather delays,Delayed,51.7,High
PRJ01173,Chhattisgarh Steel Infra Development Phase-30,Steel,Ministry of Steel,SAIL,Tata Projects,Chhattisgarh,892.39,2482.03,178.13,True,2017-08-15,96,118,2025-07-04,2027-04-25,22,True,83.6,26.5,657.83,73.7,4,3,Utility shifting delay; Forest/environment clearance delay,Delayed,100.0,High
PRJ01174,Chhattisgarh Urban Development Infra Development Phase-31,Urban Development,Ministry of Housing & Urban Affairs,RITES,Shapoorji Pallonji Infra,Chhattisgarh,2264.17,2823.68,24.71,True,2019-04-12,48,53,2023-03-22,2023-08-19,5,True,85.1,56.2,1587.3,70.1,6,5,Price escalation of raw materials,Delayed,25.0,Low
PRJ01175,Chhattisgarh Rural Infrastructure Infra Development Phase-32,Rural Infrastructure,Ministry of Rural Development,ONGC,KNR Constructions,Chhattisgarh,1462.95,3120.98,113.33,True,2020-05-09,24,49,2022-04-29,2024-05-18,25,True,79.1,58.8,1835.62,100.0,10,8,Court cases/litigation,Delayed,100.0,High
PRJ01176,Chhattisgarh Housing Infra Development Phase-33,Housing,Ministry of Housing & Urban Affairs,RVNL,Sadbhav Engineering,Chhattisgarh,1679.32,4363.07,159.81,True,2021-11-29,24,41,2023-11-19,2025-04-12,17,True,92.2,13.2,576.63,34.3,6,6,Forest/environment clearance delay,Delayed,100.0,High
PRJ01177,Chhattisgarh Renewable Energy Infra Development Phase-34,Renewable Energy,Ministry of New & Renewable Energy,NHAI,Patel Engineering,Chhattisgarh,1715.97,4247.83,147.55,True,2019-09-04,24,33,2021-08-24,2022-05-21,9,True,82.9,14.6,620.97,36.2,10,8,Funding constraints; Price escalation of raw materials,Delayed,100.0,High
PRJ01178,Chhattisgarh Postal Infrastructure Infra Development Phase-35,Postal Infrastructure,Ministry of Communications,NMDC,HCC (Hindustan Construction),Chhattisgarh,1288.29,2545.42,97.58,True,2020-06-14,36,71,2023-05-30,2026-04-14,35,True,91.5,20.1,510.63,39.6,10,9,Land acquisition delay; Monsoon/weather delays,Delayed,99.8,High
PRJ01179,Chhattisgarh Mining Infra Development Phase-36,Mining,Ministry of Mines,IRCON,GMR Infrastructure,Chhattisgarh,1174.04,4299.17,266.19,True,2020-10-15,48,98,2024-09-24,2028-11-02,50,True,54.5,7.7,331.88,28.3,4,2,Change in project scope; Monsoon/weather delays,Delayed,100.0,High
PRJ01180,Chhattisgarh Fertilizers Infra Development Phase-37,Fertilizers,Ministry of Chemicals & Fertilizers,IFFCO,Larsen & Toubro Infra,Chhattisgarh,588.42,1261.15,114.33,True,2022-11-13,72,121,2028-10-12,2032-10-21,49,True,25.9,100.0,1896.29,100.0,10,3,Shortage of skilled manpower,Delayed,100.0,High
PRJ01181,Chhattisgarh Ports & Shipping Infra Development Phase-38,Ports & Shipping,"Ministry of Ports, Shipping & Waterways",IRCON,Larsen & Toubro Infra,Chhattisgarh,959.49,7554.01,687.29,True,2018-08-03,48,89,2022-07-13,2025-11-24,41,True,75.5,6.4,481.6,50.2,10,8,Monsoon/weather delays,Delayed,100.0,High
PRJ01182,Chhattisgarh Education Infrastructure Infra Development Phase-39,Education Infrastructure,Ministry of Education,IRCON,Shapoorji Pallonji Infra,Chhattisgarh,812.53,5468.68,573.04,True,2019-09-22,72,105,2025-08-21,2028-05-07,33,True,65.0,15.3,834.19,100.0,6,4,Law and order problems,Delayed,100.0,High
PRJ01183,Chhattisgarh Fertilizers Infra Development Phase-40,Fertilizers,Ministry of Chemicals & Fertilizers,IRCON,IRB Infrastructure,Chhattisgarh,2106.46,1004.0,0.0,False,2020-06-12,72,72,2026-05-12,2026-05-12,0,False,83.8,100.0,1381.63,65.6,4,3,None,On Track,5.2,Low
PRJ01184,Chhattisgarh Urban Development Infra Development Phase-41,Urban Development,Ministry of Housing & Urban Affairs,Deendayal Port Trust,Dilip Buildcon Ltd,Chhattisgarh,2272.9,1008.06,0.0,False,2018-12-01,84,84,2025-10-25,2025-10-25,0,False,85.6,100.0,1393.42,61.3,12,10,None,On Track,3.9,Low
PRJ01185,Chhattisgarh Ports & Shipping Infra Development Phase-42,Ports & Shipping,"Ministry of Ports, Shipping & Waterways",NTPC,Patel Engineering,Chhattisgarh,873.64,449.54,0.0,False,2018-04-13,48,48,2022-03-23,2022-03-23,0,False,89.5,100.0,991.55,100.0,10,9,None,On Track,1.0,Low
PRJ01186,Chhattisgarh Education Infrastructure Infra Development Phase-43,Education Infrastructure,Ministry of Education,Deendayal Port Trust,Reliance Infrastructure,Chhattisgarh,655.68,308.16,0.0,False,2019-06-23,36,79,2022-06-07,2025-12-18,43,True,93.9,100.0,1315.56,100.0,4,4,Poor contractor mobilization,Delayed,30.4,Medium
PRJ01187,Chhattisgarh Mining Infra Development Phase-44,Mining,Ministry of Mines,IFFCO,Afcons Infrastructure,Chhattisgarh,2262.69,525.53,0.0,False,2021-07-05,72,72,2027-06-04,2027-06-04,0,False,85.7,100.0,982.69,43.4,8,7,None,On Track,4.6,Low
PRJ01188,Chhattisgarh Inland Waterways Infra Development Phase-45,Inland Waterways,"Ministry of Ports, Shipping & Waterways",IFFCO,Shapoorji Pallonji Infra,Chhattisgarh,369.91,3701.44,900.63,True,2018-07-17,48,64,2022-06-26,2023-10-19,16,True,81.6,40.5,1497.4,100.0,8,7,Forest/environment clearance delay,Delayed,100.0,High
PRJ01189,Chhattisgarh Healthcare Infrastructure Infra Development Phase-46,Healthcare Infrastructure,Ministry of Health & Family Welfare,GAIL,Dilip Buildcon Ltd,Chhattisgarh,480.53,3176.71,561.08,True,2020-10-06,60,84,2025-09-10,2027-08-31,24,True,75.2,45.0,1430.2,100.0,4,3,Delay in tendering/equipment supply,Delayed,100.0,High
PRJ01190,Chhattisgarh Civil Aviation Infra Development Phase-47,Civil Aviation,Ministry of Civil Aviation,State PWD,NCC Limited,Chhattisgarh,1655.0,2374.86,43.5,True,2018-11-20,36,73,2021-11-04,2024-11-18,37,True,75.7,9.7,229.96,13.9,8,6,COVID-19 related disruption,Delayed,64.1,High
PRJ01191,Chhattisgarh Petroleum & Natural Gas Infra Development Phase-48,Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,IWAI,KNR Constructions,Chhattisgarh,817.16,369.36,0.0,False,2017-06-16,48,48,2021-05-26,2021-05-26,0,False,100.0,100.0,1300.21,100.0,6,6,None,Completed,0.0,Low
PRJ01192,Chhattisgarh Inland Waterways Infra Development Phase-49,Inland Waterways,"Ministry of Ports, Shipping & Waterways",NMDC,Reliance Infrastructure,Chhattisgarh,774.92,644.95,0.0,False,2021-03-21,48,48,2025-02-28,2025-02-28,0,False,100.0,57.5,370.96,47.9,6,6,None,Completed,0.0,Low
PRJ01193,Chhattisgarh Roads & Highways Infra Development Phase-50,Roads & Highways,Ministry of Road Transport & Highways,BSNL,IRB Infrastructure,Chhattisgarh,4394.08,5755.94,30.99,True,2017-11-27,36,42,2020-11-11,2021-05-10,6,True,77.7,16.3,940.61,21.4,4,3,Law and order problems,Delayed,34.9,Medium
PRJ01194,Chhattisgarh Ports & Shipping Infra Development Phase-51,Ports & Shipping,"Ministry of Ports, Shipping & Waterways",ABC Infrastructure Ltd.,Reliance Infrastructure,Chhattisgarh,1592.17,1521.33,0.0,False,2020-03-08,36,36,2023-02-21,2023-02-21,0,False,97.5,18.4,280.12,17.6,10,10,None,On Track,2.6,Low
PRJ01195,Chhattisgarh Housing Infra Development Phase-52,Housing,Ministry of Housing & Urban Affairs,ABC Infrastructure Ltd.,GMR Infrastructure,Chhattisgarh,1375.62,1913.85,39.13,True,2018-06-04,60,87,2023-05-09,2025-07-27,27,True,88.0,37.8,723.86,52.6,6,5,Delay in tendering/equipment supply,Delayed,52.4,High
PRJ01196,Chhattisgarh Telecommunications Infra Development Phase-53,Telecommunications,Ministry of Communications,State Irrigation Dept,Tata Projects,Chhattisgarh,668.59,2900.07,333.76,True,2021-08-15,48,85,2025-07-25,2028-08-08,37,True,52.2,22.1,641.7,96.0,6,3,Forest/environment clearance delay,Delayed,100.0,High
PRJ01197,Chhattisgarh Education Infrastructure Infra Development Phase-54,Education Infrastructure,Ministry of Education,GAIL,KNR Constructions,Chhattisgarh,460.14,1840.48,299.98,True,2022-08-10,36,64,2025-07-25,2027-11-12,28,True,55.6,38.0,698.65,100.0,12,7,Rehabilitation & resettlement issues,Delayed,100.0,High
PRJ01198,Chhattisgarh Irrigation Infra Development Phase-55,Irrigation,Ministry of Jal Shakti,State PWD,Shapoorji Pallonji Infra,Chhattisgarh,1175.52,534.86,0.0,False,2017-01-19,48,48,2020-12-29,2020-12-29,0,False,98.0,100.0,830.8,70.7,12,12,None,Completed,1.8,Low
PRJ01199,Chhattisgarh Petroleum & Natural Gas Infra Development Phase-56,Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,ONGC,Larsen & Toubro Infra,Chhattisgarh,1754.02,1386.17,0.0,False,2018-04-27,36,36,2021-04-11,2021-04-11,0,False,86.1,22.8,315.63,18.0,12,10,None,On Track,0.0,Low
PRJ01200,Chhattisgarh Inland Waterways Infra Development Phase-57,Inland Waterways,"Ministry of Ports, Shipping & Waterways",Deendayal Port Trust,NCC Limited,Chhattisgarh,1892.77,2043.5,7.96,True,2021-01-22,48,83,2025-01-01,2027-11-17,35,True,61.3,75.1,1535.25,81.1,12,7,COVID-19 related disruption,Delayed,35.7,Medium
PRJ01201,Chhattisgarh Fertilizers Infra Development Phase-58,Fertilizers,Ministry of Chemicals & Fertilizers,IFFCO,Reliance Infrastructure,Chhattisgarh,922.12,2999.94,225.33,True,2019-05-03,36,43,2022-04-17,2022-11-13,7,True,84.8,3.3,99.59,10.8,8,7,Geological surprises,Delayed,100.0,High
PRJ01202,Chhattisgarh Inland Waterways Infra Development Phase-59,Inland Waterways,"Ministry of Ports, Shipping & Waterways",PowerGrid,Larsen & Toubro Infra,Chhattisgarh,515.47,725.73,40.79,True,2022-04-28,36,40,2025-04-12,2025-08-10,4,True,79.9,100.0,1341.81,100.0,10,8,Law and order problems,Delayed,38.4,Medium
PRJ01203,Chhattisgarh Rural Infrastructure Infra Development Phase-60,Rural Infrastructure,Ministry of Rural Development,IRCON,Patel Engineering,Chhattisgarh,3843.49,766.65,0.0,False,2017-08-10,36,55,2020-07-25,2022-02-15,19,True,70.4,68.8,527.66,13.7,8,6,Geological surprises; Monsoon/weather delays,Delayed,20.4,Low
PRJ01204,Chhattisgarh Coal Infra Development Phase-61,Coal,Ministry of Coal,IRCTC,GMR Infrastructure,Chhattisgarh,1668.43,4893.44,193.3,True,2022-01-31,36,69,2025-01-15,2027-10-02,33,True,60.9,17.4,851.27,51.0,4,2,Forest/environment clearance delay,Delayed,100.0,High
PRJ01205,Chhattisgarh Postal Infrastructure Infra Development Phase-62,Postal Infrastructure,Ministry of Communications,GAIL,Dilip Buildcon Ltd,Chhattisgarh,4225.46,915.51,0.0,False,2018-10-10,48,48,2022-09-19,2022-09-19,0,False,100.0,100.0,1349.05,31.9,4,4,None,Completed,4.4,Low
PRJ01206,Chhattisgarh Housing Infra Development Phase-63,Housing,Ministry of Housing & Urban Affairs,HUDCO,Gammon India,Chhattisgarh,5718.0,920.34,0.0,False,2018-04-21,36,36,2021-04-05,2021-04-05,0,False,100.0,100.0,980.67,17.2,4,4,None,Completed,9.8,Low
PRJ01207,Chhattisgarh Petroleum & Natural Gas Infra Development Phase-64,Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,State Irrigation Dept,Afcons Infrastructure,Chhattisgarh,2188.38,2759.08,26.08,True,2020-08-28,84,116,2027-07-23,2030-03-09,32,True,46.5,23.6,650.82,29.7,10,5,Utility shifting delay,Delayed,53.0,High
PRJ01208,Chhattisgarh Petroleum & Natural Gas Infra Development Phase-65,Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,NTPC,GMR Infrastructure,Chhattisgarh,3615.77,396.57,0.0,False,2020-08-28,48,91,2024-08-07,2028-02-18,43,True,64.6,100.0,765.32,21.2,6,4,Shortage of skilled manpower,Delayed,44.2,Medium
PRJ01209,Chhattisgarh Water Supply & Sanitation Infra Development Phase-66,Water Supply & Sanitation,Ministry of Jal Shakti,ONGC,Shapoorji Pallonji Infra,Chhattisgarh,1563.03,2336.95,49.51,True,2021-03-19,36,54,2024-03-03,2025-08-25,18,True,74.8,27.9,651.53,41.7,6,4,Monsoon/weather delays,Delayed,58.6,High
PRJ01210,Chhattisgarh Healthcare Infrastructure Infra Development Phase-67,Healthcare Infrastructure,Ministry of Health & Family Welfare,BSNL,Larsen & Toubro Infra,Chhattisgarh,768.53,1972.76,156.69,True,2017-08-11,36,85,2020-07-26,2024-08-04,49,True,87.5,73.7,1454.71,100.0,10,9,Geological surprises,Delayed,100.0,High
PRJ01211,Chhattisgarh Education Infrastructure Infra Development Phase-68,Education Infrastructure,Ministry of Education,State Irrigation Dept,KNR Constructions,Chhattisgarh,2153.17,464.58,0.0,False,2018-12-31,48,48,2022-12-10,2022-12-10,0,False,100.0,100.0,1481.64,68.8,10,10,None,Completed,5.4,Low
PRJ01212,Chhattisgarh Irrigation Infra Development Phase-69,Irrigation,Ministry of Jal Shakti,PowerGrid,Shapoorji Pallonji Infra,Chhattisgarh,1351.32,708.98,0.0,False,2022-02-18,84,84,2029-01-12,2029-01-12,0,False,63.0,63.5,450.52,33.3,6,4,None,On Track,9.9,Low
PRJ01213,Chhattisgarh Fertilizers Infra Development Phase-70,Fertilizers,Ministry of Chemicals & Fertilizers,AAI,GMR Infrastructure,Chhattisgarh,2960.35,3429.58,15.85,True,2020-01-10,36,86,2022-12-25,2027-02-02,50,True,64.2,37.4,1283.56,43.4,6,4,Contractual issues; Land acquisition delay,Delayed,58.6,High
PRJ01214,Chhattisgarh Healthcare Infrastructure Infra Development Phase-71,Healthcare Infrastructure,Ministry of Health & Family Welfare,IRCON,IRB Infrastructure,Chhattisgarh,888.78,942.7,6.07,True,2020-02-24,24,70,2022-02-13,2025-11-24,46,True,87.1,100.0,1882.65,100.0,6,5,COVID-19 related disruption,Delayed,40.4,Medium
PRJ01215,Chhattisgarh Urban Development Infra Development Phase-72,Urban Development,Ministry of Housing & Urban Affairs,State PWD,Larsen & Toubro Infra,Chhattisgarh,1528.35,790.78,0.0,False,2018-12-03,96,96,2026-10-22,2026-10-22,0,False,97.3,100.0,1061.48,69.5,8,8,None,On Track,2.8,Low
PRJ01216,Chhattisgarh Petroleum & Natural Gas Infra Development Phase-73,Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,RITES,Larsen & Toubro Infra,Chhattisgarh,1433.19,2295.63,60.18,True,2018-10-05,48,84,2022-09-14,2025-08-29,36,True,83.8,23.2,532.18,37.1,12,10,Shortage of skilled manpower,Delayed,68.7,High
PRJ01217,Chhattisgarh Ports & Shipping Infra Development Phase-74,Ports & Shipping,"Ministry of Ports, Shipping & Waterways",State PWD,KNR Constructions,Chhattisgarh,2308.25,919.33,0.0,False,2022-11-08,48,48,2026-10-18,2026-10-18,0,False,92.0,34.1,313.06,13.6,10,9,None,On Track,6.4,Low
PRJ01218,Chhattisgarh Renewable Energy Infra Development Phase-75,Renewable Energy,Ministry of New & Renewable Energy,IWAI,Larsen & Toubro Infra,Chhattisgarh,1179.22,1529.96,29.74,True,2022-04-24,24,74,2024-04-13,2028-05-22,50,True,57.7,58.8,899.69,76.3,10,6,Land acquisition delay; Court cases/litigation,Delayed,64.8,High
PRJ01219,Chhattisgarh Water Supply & Sanitation Infra Development Phase-76,Water Supply & Sanitation,Ministry of Jal Shakti,Coal India Ltd,Shapoorji Pallonji Infra,Chhattisgarh,1959.9,1556.93,0.0,False,2019-10-13,72,72,2025-09-11,2025-09-11,0,False,85.6,16.9,262.52,13.4,8,7,None,On Track,4.4,Low
PRJ01220,Chhattisgarh Water Supply & Sanitation Infra Development Phase-77,Water Supply & Sanitation,Ministry of Jal Shakti,IWAI,HCC (Hindustan Construction),Chhattisgarh,1301.92,1809.79,39.01,True,2019-06-30,36,82,2022-06-14,2026-03-25,46,True,71.2,42.1,762.24,58.5,12,9,Land acquisition delay,Delayed,68.6,High
PRJ01221,Assam Water Supply & Sanitation Infra Development Phase-1,Water Supply & Sanitation,Ministry of Jal Shakti,IRCON,Larsen & Toubro Infra,Assam,2446.67,3921.43,60.28,True,2017-06-14,36,55,2020-05-29,2021-12-20,19,True,80.6,29.8,1169.46,47.8,10,8,Poor contractor mobilization,Delayed,57.6,High
PRJ01222,Assam Telecommunications Infra Development Phase-2,Telecommunications,Ministry of Communications,SAIL,GMR Infrastructure,Assam,1969.79,828.31,0.0,False,2022-05-18,96,129,2030-04-06,2032-12-21,33,True,28.5,54.5,451.28,22.9,4,1,Monsoon/weather delays; Change in project scope,Delayed,40.0,Medium
PRJ01223,Assam Ports & Shipping Infra Development Phase-3,Ports & Shipping,"Ministry of Ports, Shipping & Waterways",NHPC,Tata Projects,Assam,2467.4,2647.52,7.3,True,2017-02-20,72,78,2023-01-20,2023-07-19,6,True,90.5,70.6,1869.35,75.8,10,9,Contractual issues,Delayed,18.7,Low
PRJ01224,Assam Irrigation Infra Development Phase-4,Irrigation,Ministry of Jal Shakti,RITES,GMR Infrastructure,Assam,1086.57,1366.17,25.73,True,2019-09-07,48,82,2023-08-17,2026-06-02,34,True,73.8,66.9,913.7,84.1,4,3,Monsoon/weather delays,Delayed,50.1,High
PRJ01225,Assam Rural Infrastructure Infra Development Phase-5,Rural Infrastructure,Ministry of Rural Development,RITES,Larsen & Toubro Infra,Assam,719.94,744.06,3.35,True,2018-10-25,60,84,2023-09-29,2025-09-18,24,True,74.4,60.6,451.11,62.7,10,7,COVID-19 related disruption,Delayed,23.6,Low
PRJ01226,Assam Urban Development Infra Development Phase-6,Urban Development,Ministry of Housing & Urban Affairs,PowerGrid,Sadbhav Engineering,Assam,686.29,967.15,40.92,True,2021-07-19,36,65,2024-07-03,2026-11-20,29,True,73.2,37.2,359.88,52.4,6,4,COVID-19 related disruption; Court cases/litigation,Delayed,58.1,High
PRJ01227,Assam Fertilizers Infra Development Phase-7,Fertilizers,Ministry of Chemicals & Fertilizers,NHAI,GMR Infrastructure,Assam,1590.46,1129.25,0.0,False,2017-10-17,72,111,2023-09-16,2026-11-29,39,True,71.0,100.0,1260.53,79.3,10,7,Forest/environment clearance delay; Contractual issues,Delayed,36.1,Medium
PRJ01228,Assam Water Supply & Sanitation Infra Development Phase-8,Water Supply & Sanitation,Ministry of Jal Shakti,NBCC,Shapoorji Pallonji Infra,Assam,564.78,3442.37,509.51,True,2019-04-29,96,125,2027-03-18,2029-08-04,29,True,47.3,47.4,1632.0,100.0,4,2,Forest/environment clearance delay; Delay in tendering/equipment supply,Delayed,100.0,High
PRJ01229,Assam Rural Infrastructure Infra Development Phase-9,Rural Infrastructure,Ministry of Rural Development,AAI,Larsen & Toubro Infra,Assam,2800.23,1134.32,0.0,False,2017-07-31,36,36,2020-07-15,2020-07-15,0,False,100.0,100.0,1432.06,51.1,4,4,None,Completed,4.6,Low
PRJ01230,Assam Water Resources Infra Development Phase-10,Water Resources,Ministry of Jal Shakti,AAI,Afcons Infrastructure,Assam,590.56,1374.4,132.73,True,2022-03-22,36,74,2025-03-06,2028-04-19,38,True,52.6,55.5,762.37,100.0,12,6,Court cases/litigation,Delayed,100.0,High
PRJ01231,Assam Irrigation Infra Development Phase-11,Irrigation,Ministry of Jal Shakti,GAIL,GMR Infrastructure,Assam,2673.01,1541.77,0.0,False,2017-10-02,48,96,2021-09-11,2025-08-21,48,True,80.4,51.6,795.24,29.8,12,10,Contractual issues,Delayed,40.2,Medium
PRJ01232,Assam Mining Infra Development Phase-12,Mining,Ministry of Mines,Coal India Ltd,Larsen & Toubro Infra,Assam,1038.07,1527.46,47.14,True,2018-04-11,72,123,2024-03-10,2028-05-18,51,True,71.0,78.8,1203.99,100.0,10,7,Shortage of skilled manpower,Delayed,80.8,High
PRJ01233,Assam Mining Infra Development Phase-13,Mining,Ministry of Mines,AAI,Larsen & Toubro Infra,Assam,1498.81,3683.09,145.73,True,2020-01-01,24,65,2021-12-21,2025-05-04,41,True,84.6,12.1,445.86,29.7,12,10,Delay in tendering/equipment supply; Land acquisition delay,Delayed,100.0,High
PRJ01234,Assam Ports & Shipping Infra Development Phase-14,Ports & Shipping,"Ministry of Ports, Shipping & Waterways",AAI,Megha Engineering (MEIL),Assam,838.0,522.22,0.0,False,2020-11-15,60,60,2025-10-20,2025-10-20,0,False,100.0,100.0,1634.83,100.0,10,10,None,Completed,0.0,Low
PRJ01235,Assam Housing Infra Development Phase-15,Housing,Ministry of Housing & Urban Affairs,HUDCO,GMR Infrastructure,Assam,1267.2,3379.16,166.66,True,2022-11-28,36,44,2025-11-12,2026-07-10,8,True,83.9,38.3,1293.53,100.0,4,3,Rehabilitation & resettlement issues; Shortage of skilled manpower,Delayed,100.0,High
PRJ01236,Assam Education Infrastructure Infra Development Phase-16,Education Infrastructure,Ministry of Education,AAI,KNR Constructions,Assam,1551.34,1872.29,20.69,True,2017-09-26,36,69,2020-09-10,2023-05-28,33,True,71.8,29.9,560.01,36.1,6,4,Funding constraints; Forest/environment clearance delay,Delayed,54.8,High
PRJ01237,Assam Water Resources Infra Development Phase-17,Water Resources,Ministry of Jal Shakti,GAIL,IRB Infrastructure,Assam,1309.84,2820.03,115.3,True,2020-03-27,72,113,2026-02-24,2029-07-08,41,True,45.4,31.5,889.21,67.9,4,2,Law and order problems,Delayed,100.0,High
PRJ01238,Assam Coal Infra Development Phase-18,Coal,Ministry of Coal,NTPC,IRB Infrastructure,Assam,453.46,1039.61,129.26,True,2018-08-30,48,57,2022-08-09,2023-05-06,9,True,85.6,80.0,832.11,100.0,10,9,Geological surprises,Delayed,100.0,High
PRJ01239,Assam Telecommunications Infra Development Phase-19,Telecommunications,Ministry of Communications,NMDC,Larsen & Toubro Infra,Assam,2043.71,1222.83,0.0,False,2017-04-03,48,72,2021-03-13,2023-03-03,24,True,93.4,51.2,626.52,30.7,8,7,Contractual issues; Shortage of skilled manpower,Delayed,28.4,Medium
PRJ01240,Assam Irrigation Infra Development Phase-20,Irrigation,Ministry of Jal Shakti,State PWD,IRB Infrastructure,Assam,1422.92,1844.23,29.61,True,2021-12-24,60,86,2026-11-28,2029-01-16,26,True,57.0,85.0,1566.84,100.0,4,2,Geological surprises; Forest/environment clearance delay,Delayed,40.7,Medium
PRJ01241,Assam Roads & Highways Infra Development Phase-21,Roads & Highways,Ministry of Road Transport & Highways,Coal India Ltd,Shapoorji Pallonji Infra,Assam,693.78,1105.0,59.27,True,2022-10-30,60,67,2027-10-04,2028-05-01,7,True,57.4,18.7,207.07,29.8,8,5,Utility shifting delay; Monsoon/weather delays,Delayed,54.5,High
PRJ01242,Assam Fertilizers Infra Development Phase-22,Fertilizers,Ministry of Chemicals & Fertilizers,IRCTC,Dilip Buildcon Ltd,Assam,1415.18,943.44,0.0,False,2022-06-15,24,24,2024-06-04,2024-06-04,0,False,93.7,100.0,1363.65,96.4,12,11,None,On Track,3.3,Low
PRJ01243,Assam Rural Infrastructure Infra Development Phase-23,Rural Infrastructure,Ministry of Rural Development,ABC Infrastructure Ltd.,Tata Projects,Assam,1798.9,555.23,0.0,False,2022-12-12,48,48,2026-11-21,2026-11-21,0,False,91.8,100.0,1542.35,85.7,12,11,None,On Track,0.0,Low
PRJ01244,Assam Urban Development Infra Development Phase-24,Urban Development,Ministry of Housing & Urban Affairs,State Irrigation Dept,Afcons Infrastructure,Assam,1442.82,1209.54,0.0,False,2020-05-30,48,48,2024-05-09,2024-05-09,0,False,98.6,73.5,889.59,61.7,12,12,None,Completed,3.8,Low
PRJ01245,Assam Civil Aviation Infra Development Phase-25,Civil Aviation,Ministry of Civil Aviation,RITES,Larsen & Toubro Infra,Assam,2896.82,1699.87,0.0,False,2018-12-05,48,55,2022-11-14,2023-06-12,7,True,91.0,7.0,119.83,4.1,8,7,Monsoon/weather delays,Delayed,13.4,Low
PRJ01246,Assam Irrigation Infra Development Phase-26,Irrigation,Ministry of Jal Shakti,RITES,NCC Limited,Assam,316.96,1663.74,424.91,True,2017-07-13,60,99,2022-06-17,2025-08-30,39,True,92.3,22.1,367.89,100.0,6,6,Rehabilitation & resettlement issues; Shortage of skilled manpower,Delayed,100.0,High
PRJ01247,Assam Power Infra Development Phase-27,Power,Ministry of Power,Deendayal Port Trust,Larsen & Toubro Infra,Assam,791.27,1958.08,147.46,True,2018-10-21,60,70,2023-09-25,2024-07-21,10,True,83.7,28.6,560.0,70.8,12,10,Law and order problems; Funding constraints,Delayed,100.0,High
PRJ01248,Assam Rural Infrastructure Infra Development Phase-28,Rural Infrastructure,Ministry of Rural Development,PowerGrid,Shapoorji Pallonji Infra,Assam,1914.4,2376.87,24.16,True,2018-10-23,60,96,2023-09-27,2026-09-11,36,True,87.6,40.4,959.69,50.1,6,5,Forest/environment clearance delay,Delayed,46.2,Medium
PRJ01249,Assam Mining Infra Development Phase-29,Mining,Ministry of Mines,IWAI,Afcons Infrastructure,Assam,1025.0,511.95,0.0,False,2018-06-03,48,48,2022-05-13,2022-05-13,0,False,85.4,100.0,1484.8,100.0,10,9,None,On Track,0.0,Low
PRJ01250,Assam Coal Infra Development Phase-30,Coal,Ministry of Coal,AAI,Shapoorji Pallonji Infra,Assam,407.78,2426.18,494.97,True,2019-01-26,48,86,2023-01-05,2026-02-18,38,True,76.8,17.2,417.73,100.0,6,5,Utility shifting delay,Delayed,100.0,High
